186.73,188.71,186.0,186.3
185.57,186.33,184.94,185.54
184.81,185.03,183.1,184.66
184.39,184.48,182.31,182.54
182.2,182.27,180.27,181.59
183.23,183.72,181.2,181.31
180.73,182.81,180.5,182.32
181.86,181.91,178.38,180.55
179.48,179.61,177.35,179.16
180.36,182.0,179.32,180.0
179.83,181.6,179.5,181.07
181.79,182.36,180.35,180.52
185.77,188.97,184.75,188.52
187.91,190.52,187.67,189.98
188.63,192.3,188.52,191.93
191.33,192.24,189.61,191.73
191.79,192.79,190.47,190.98
190.01,191.77,189.81,190.46
189.39,192.73,188.22,192.5
193.09,193.1,191.0,192.6
193.21,194.81,192.41,192.62
192.72,193.33,191.33,191.53
192.93,194.13,192.54,193.64
192.48,193.76,192.0,192.82
192.45,194.14,191.97,193.35
192.78,193.58,191.73,192.95
193.03,194.46,192.55,193.13
191.76,192.43,191.28,192.42
193.31,193.69,191.74,192.62
191.76,192.6,190.83,192.22
192.31,193.44,191.26,192.25
192.61,193.25,192.0,193.02
193.71,193.86,192.3,193.42
193.73,194.24,192.46,193.39
193.03,194.74,192.75,193.87
193.87,199.23,193.28,197.61
198.38,198.56,196.61,197.76
196.78,198.71,196.1,197.53
197.75,198.96,197.43,197.98
197.86,199.17,196.45,196.73
197.23,198.47,196.93,197.53
197.1,198.89,197.06,198.81
198.36,201.19,198.3,200.66
199.14,199.64,196.81,197.26
198.09,198.57,197.31,197.77
199.24,199.99,198.65,199.81
199.98,201.1,199.72,200.62
200.93,201.57,200.23,201.0
201.72,203.9,201.61,203.78
203.78,205.15,203.64,204.72
204.94,206.18,204.74,206.0
207.03,207.52,206.01,206.01
205.71,206.53,204.5,205.72
204.74,205.0,203.7,204.25
204.32,205.77,204.3,204.69
204.0,205.99,203.96,205.49
205.89,205.96,204.56,205.48
206.45,207.92,206.32,207.77
208.46,208.66,207.0,207.18
207.44,208.69,206.27,207.29
206.09,208.5,206.02,208.27
208.74,209.12,208.01,208.65
208.96,209.69,208.09,209.47
209.31,210.69,208.54,209.5
206.22,206.98,205.19,206.05
205.15,205.68,204.46,205.47
204.4,206.17,203.37,204.94
204.94,205.74,202.17,202.33
203.99,204.32,202.46,202.58
202.8,205.56,202.35,205.32
204.32,204.65,202.8,202.8
204.74,205.97,202.72,202.72
204.57,207.64,204.15,207.45
202.43,204.07,200.0,200.13
200.03,201.26,197.52,199.51
199.83,200.12,199.09,199.6
197.89,199.1,196.79,198.62
199.06,202.48,198.87,200.0
202.02,203.69,201.8,203.57
203.4,206.21,203.4,205.58
206.47,208.17,205.91,206.81
206.71,207.96,206.32,207.08
207.18,208.93,206.71,208.0
206.97,208.27,206.91,208.06
208.27,208.92,206.55,207.24
206.47,207.11,204.4,204.99
203.96,204.77,202.9,203.75
202.44,203.06,199.72,201.48
199.99,203.0,199.06,201.23
201.0,203.25,200.02,200.6
199.96,202.12,199.95,201.17
199.92,200.71,198.56,199.44
199.44,201.47,198.76,199.04
199.42,201.35,198.18,199.73
199.67,200.79,197.64,197.89
198.78,198.78,195.16,195.88
195.98,197.93,194.63,197.76
198.04,198.26,196.06,196.82
195.53,196.49,193.2,196.12
195.99,196.28,194.0,196.09
195.11,196.0,194.0,194.3
195.22,198.08,195.22,196.46
194.8,195.47,193.77,194.53
194.1,194.93,192.0,192.9
190.12,191.72,188.6,189.08
188.34,189.38,187.0,188.54
187.92,189.85,187.56,189.2
190.78,194.0,190.02,193.99
195.28,195.83,193.94,194.44
193.71,195.14,192.7,195.14
196.6,196.7,192.37,192.51
192.14,194.67,192.14,194.55
194.36,195.19,192.34,193.1
193.0,195.83,192.74,195.1
196.08,199.27,195.4,199.1
197.57,199.64,197.17,198.29
198.83,199.99,198.8,198.93
198.7,199.74,197.5,198.78
199.07,199.45,193.19,193.39
193.87,194.88,193.22,193.7
192.48,193.39,191.68,192.86
193.54,193.68,190.75,191.95
192.14,193.7,190.9,193.0
191.23,192.08,188.9,191.4
194.55,195.81,192.41,195.58
196.36,197.2,194.85,195.83
195.46,196.34,194.91,195.93
194.88,196.85,193.63,195.29
193.92,193.94,189.74,191.41
190.76,191.0,188.05,189.67
190.3,191.14,185.6,186.26
186.22,187.36,183.51,185.25
184.25,184.39,181.85,183.09
183.46,186.33,183.03,186.01
185.58,186.1,184.58,184.79
185.73,186.29,183.2,183.65
184.15,188.59,183.55,188.25
193.4,196.85,192.97,195.34
194.09,194.9,192.17,192.45
189.78,191.3,188.2,190.83
190.92,191.32,188.56,190.34
190.31,192.77,189.32,191.08
193.49,194.95,192.57,193.95
195.1,197.41,193.95,196.39
196.32,197.84,195.92,196.68
196.5,197.58,195.88,195.98
196.96,197.85,194.72,195.18
194.12,196.6,193.02,194.45
196.48,198.95,196.16,198.52
198.76,199.94,198.52,198.76
199.43,200.88,198.8,199.93
198.27,199.69,198.16,199.03
198.62,199.46,197.89,198.42
197.87,199.37,197.24,199.29
198.88,199.98,197.79,199.01
198.88,199.33,197.72,198.29
198.9,199.33,197.92,198.4
198.77,201.32,198.12,200.84
201.08,202.0,200.66,201.22
200.69,201.13,200.03,200.5
200.99,201.0,198.37,198.65
198.64,198.65,196.9,197.25
197.04,197.37,195.44,195.7
194.96,198.11,194.2,197.77
197.96,198.3,195.61,195.69
195.56,196.11,194.5,194.87
195.13,196.04,194.9,195.08
194.77,195.47,193.18,193.37
194.31,195.95,193.46,194.85
196.61,197.17,193.25,194.54
194.41,195.85,193.89,195.04
196.26,199.46,196.11,199.1
199.12,199.5,198.08,199.5
199.39,201.82,198.73,200.95
200.55,203.46,200.51,203.27
203.52,204.65,202.96,203.77
204.38,206.81,203.46,206.36
206.24,207.65,206.05,206.81
205.55,207.99,205.55,207.15
206.88,207.88,206.48,207.07
207.55,207.57,206.01,206.43
205.85,206.99,205.3,206.18
207.36,207.94,205.92,205.98
205.02,206.06,204.9,205.29
205.6,207.32,204.95,204.98
205.05,205.98,203.9,204.0
204.37,206.9,204.14,205.91
205.66,208.32,205.31,207.45
208.01,211.75,207.94,210.47
210.96,211.47,208.5,209.84
209.94,211.3,209.3,210.51
210.28,210.97,208.53,210.39
211.15,211.79,210.06,210.59
210.02,210.64,209.21,209.82
209.95,210.74,207.7,207.99
207.82,208.23,205.05,205.82
206.57,207.27,205.63,205.76
205.64,207.96,205.56,207.8
208.88,209.4,207.82,208.93
209.94,211.0,209.47,211.0
201.21,203.41,198.55,200.63
199.91,200.14,194.07,194.96
195.29,196.08,193.18,193.36
193.71,194.68,192.44,194.4
193.53,194.0,190.94,191.25
192.44,193.29,190.56,190.72
191.41,192.44,190.71,191.6
191.49,193.87,191.47,193.27
194.8,196.41,193.63,194.53
194.68,197.89,194.55,197.15
197.53,198.0,193.29,193.43
192.36,194.97,192.01,194.14
195.26,196.75,194.68,195.07
193.36,193.68,191.16,191.16
191.4,191.81,190.09,190.1
189.85,191.64,188.88,189.64
190.03,190.77,187.41,189.25
188.39,190.88,188.25,188.32
189.14,189.27,185.28,185.51
185.83,187.2,184.78,185.85
186.33,187.56,185.1,186.94
188.62,190.39,188.3,190.35
189.88,190.11,188.25,189.2
189.3,190.89,188.95,190.29
191.0,193.49,190.8,193.49
192.45,193.37,191.77,192.88
192.08,193.05,191.0,191.23
190.98,192.04,189.27,191.98
192.75,192.9,190.2,191.53
191.75,192.0,189.5,190.07
190.76,191.3,188.36,189.48
189.71,190.75,189.02,189.36
189.01,189.46,186.94,188.65
189.17,190.18,188.41,189.7
190.14,192.2,190.11,191.95
192.17,193.54,191.65,192.62
193.18,194.8,193.15,194.2
194.6,194.75,192.46,192.95
192.18,193.05,191.37,191.99
191.69,193.4,191.26,191.76
191.76,193.91,191.76,193.62
193.85,195.92,193.84,195.69
195.46,196.45,195.0,195.08
194.47,194.95,193.16,194.77
193.1,194.5,191.57,193.42
193.05,193.83,192.02,192.4
192.21,193.53,190.95,191.95
191.53,193.28,190.7,192.71
191.11,192.22,189.83,189.83
189.23,191.68,188.84,191.55
194.09,196.35,193.8,196.35
195.67,196.29,194.44,195.27
194.19,194.46,192.78,193.99
193.4,193.78,192.34,193.14
192.92,193.3,191.6,192.87
193.48,193.49,191.65,192.32
192.65,192.96,191.28,192.88
194.15,195.0,192.9,194.45
192.82,193.28,191.75,192.62
191.31,192.73,190.39,192.5
192.0,193.18,191.35,192.59
193.85,194.46,193.24,193.65
194.03,195.0,193.8,194.47
194.36,196.08,194.01,196.08
203.5,208.58,203.36,204.72
203.91,205.06,203.08,204.42
204.45,205.18,204.13,204.97
204.85,206.22,204.29,204.93
204.34,205.73,203.64,203.9
203.69,204.88,203.19,203.52
203.32,204.47,202.96,203.07
204.65,205.35,203.84,205.18
204.19,205.02,203.57,203.79
204.31,204.75,202.51,202.79
200.39,201.29,199.56,201.02
200.62,200.91,198.68,199.74
199.97,202.09,199.68,201.68
200.98,201.95,199.75,200.16
200.01,200.74,199.02,200.04
200.65,200.95,199.57,200.09
199.73,200.32,199.26,199.65
199.98,201.25,199.82,200.98
200.6,201.89,200.22,200.32
200.62,201.72,198.86,199.31
198.63,199.07,198.11,198.33
199.23,201.09,198.84,201.09
